time,real,imag
0.000000,122.660688,0.000000
0.062832,122.660688,0.000000
0.125664,122.660688,0.000000
0.188496,122.660688,0.000000
0.251327,122.660688,0.000000
0.314159,122.660688,0.000000
0.376991,122.660688,0.000000
0.439823,122.660688,0.000000
0.502655,122.660688,0.000000
0.565487,122.660688,0.000000
0.628319,122.660688,0.000000
0.691150,122.660688,0.000000
0.753982,122.660688,0.000000
0.816814,122.660688,0.000000
0.879646,122.660688,0.000000
0.942478,122.660688,0.000000
1.005310,122.660688,0.000000
1.068142,122.660688,0.000000
1.130973,122.660688,0.000000
1.193805,122.660688,0.000000
1.256637,122.660688,0.000000
1.319469,122.660688,0.000000
1.382301,122.660688,0.000000
1.445133,122.660688,0.000000
1.507964,122.660688,0.000000
1.570796,122.660688,0.000000
1.633628,122.660688,0.000000
1.696460,122.660688,0.000000
1.759292,122.660688,0.000000
1.822124,122.660688,0.000000
1.884956,122.660688,0.000000
1.947787,122.660688,0.000000
2.010619,122.660688,0.000000
2.073451,122.660688,0.000000
2.136283,122.660688,0.000000
2.199115,122.660688,0.000000
2.261947,122.660688,0.000000
2.324779,122.660688,0.000000
2.387610,122.660688,0.000000
2.450442,122.660688,0.000000
2.513274,122.660688,0.000000
2.576106,122.660688,0.000000
2.638938,122.660688,0.000000
2.701770,122.660688,0.000000
2.764602,122.660688,0.000000
2.827433,122.660688,0.000000
2.890265,122.660688,0.000000
2.953097,122.660688,0.000000
3.015929,122.660688,0.000000
3.078761,122.660688,0.000000
3.141593,122.660688,0.000000
3.204425,122.660688,0.000000
3.267256,122.660688,0.000000
3.330088,122.660688,0.000000
3.392920,122.660688,0.000000
3.455752,122.660688,0.000000
3.518584,122.660688,0.000000
3.581416,122.660688,0.000000
3.644247,122.660688,0.000000
3.707079,122.660688,0.000000
3.769911,122.660688,0.000000
3.832743,122.660688,0.000000
3.895575,122.660688,0.000000
3.958407,122.660688,0.000000
4.021239,122.660688,0.000000
4.084070,122.660688,0.000000
4.146902,122.660688,0.000000
4.209734,122.660688,0.000000
4.272566,122.660688,0.000000
4.335398,122.660688,0.000000
4.398230,122.660688,0.000000
4.461062,122.660688,0.000000
4.523893,122.660688,0.000000
4.586725,122.660688,0.000000
4.649557,122.660688,0.000000
4.712389,122.660688,0.000000
4.775221,122.660688,0.000000
4.838053,122.660688,0.000000
4.900885,122.660688,0.000000
4.963716,122.660688,0.000000
5.026548,122.660688,0.000000
5.089380,122.660688,0.000000
5.152212,122.660688,0.000000
5.215044,122.660688,0.000000
5.277876,122.660688,0.000000
5.340708,122.660688,0.000000
5.403539,122.660688,0.000000
5.466371,122.660688,0.000000
5.529203,122.660688,0.000000
5.592035,122.660688,0.000000
5.654867,122.660688,0.000000
5.717699,122.660688,0.000000
5.780530,122.660688,0.000000
5.843362,122.660688,0.000000
5.906194,122.660688,0.000000
5.969026,122.660688,0.000000
6.031858,122.660688,0.000000
6.094690,122.660688,0.000000
6.157522,122.660688,0.000000
6.220353,122.660688,0.000000
