time,real,imag
5.686283,-3.000000,0.000000
5.717699,-3.000000,0.000000
5.749115,-3.000000,0.000000
5.780530,-3.000000,0.000000
5.811946,-3.000000,0.000000
5.843362,-3.000000,0.000000
5.874778,-3.000000,0.000000
5.906194,-3.000000,0.000000
5.937610,-3.000000,0.000000
5.969026,-3.000000,0.000000
6.000442,-3.000000,0.000000
6.031858,-3.000000,0.000000
6.063274,-3.000000,0.000000
6.094690,-3.000000,0.000000
6.126106,-3.000000,0.000000
6.157522,-3.000000,0.000000
6.188938,-3.000000,0.000000
6.220353,-3.000000,0.000000
6.251769,-3.000000,0.000000
