time,real,imag
4.649557,-1.824479,4.804846
4.680973,-4.945817,4.409719
4.712389,-1.000000,2.400000
4.743805,-5.638578,1.690840
4.775221,-6.421960,1.996178
4.806637,-8.264069,0.979709
4.838053,-8.977100,-1.536585
4.869469,-3.056298,-3.663708
4.900885,-6.876362,-4.752101
4.932300,-5.869649,-5.677867
4.963716,-4.352242,-6.423021
4.995132,-2.712634,-6.156888
5.026548,2.967376,-5.398571
5.057964,-1.773882,-5.382237
5.089380,-0.588647,-5.460018
5.120796,0.686756,-3.992838
5.152212,-0.131509,-1.847309
5.183628,2.494804,-1.811530
5.215044,-3.265123,-3.974039
5.246460,-1.654214,-5.103144
5.277876,-0.802837,-3.913421
5.309292,-2.449619,-3.461452
5.340708,1.397531,-6.056299
5.372123,-1.223530,-8.982221
5.403539,2.617374,-8.536717
5.434955,3.897471,-5.902131
5.466371,2.983254,-5.040017
5.497787,8.631370,-6.156854
5.529203,6.511693,-5.626592
5.560619,8.123386,-2.201829
5.592035,6.546091,0.989820
5.623451,4.203203,1.546836
5.654867,8.557546,1.102916
5.686283,3.524737,1.867319
5.717699,2.151375,3.006892
5.749115,0.090572,2.671478
5.780530,-0.909747,1.218685
5.811946,4.098043,0.077775
5.843362,-0.814155,-0.759285
5.874778,-0.323554,-1.824804
5.906194,1.048671,-2.329980
5.937610,2.190474,-1.562721
5.969026,7.120102,-0.737661
6.000442,2.106848,-1.003159
6.031858,3.485530,-0.917956
6.063274,4.606823,1.271570
6.094690,3.052898,3.938162
6.126106,5.040003,4.004769
6.157522,-0.972129,2.019931
6.188938,0.112974,1.527922
6.220353,-0.244979,3.128026
6.251769,-3.152195,3.220077
